year_of_publication,category,isbn
1999.0,['Brothers and sisters'],11
1999.0,['Brunei'],2
1999.0,['Bullies'],1
1999.0,['Business & Economics'],114
1999.0,['Business Computer programs'],1
1999.0,['Business consultants'],1
1999.0,['Business enterprises'],1
1999.0,['Business planning'],1
1999.0,['Business presentations'],1
1999.0,['California'],44
1999.0,['Cambio (Psicología)'],3
1999.0,['Camp'],2
1999.0,['Canary Islands'],1
1999.0,['Cancer'],1
1999.0,['Capitalism'],4
1999.0,['Capitalists and financiers'],1
1999.0,['Card games'],2
1999.0,['Caribbean Area'],1
1999.0,['Carpenters'],1
1999.0,['Carthage (Extinct city)'],1
1999.0,['Casper the Friendly Ghost (Fictitious character)'],2
1999.0,['Castaways'],2
1999.0,['Cat breeds'],1
1999.0,['Cathedrals'],1
1999.0,['Cats'],4
1999.0,['Celebrities'],1
1999.0,['Change (Psychology)'],1
1999.0,['Chanteuses - Québec (Province) - Biographies'],1
1999.0,['Chick lit'],2
1999.0,['Child rearing'],3
1999.0,['Child welfare'],1
1999.0,['Childbirth'],1
1999.0,['Children of Holocaust survivors'],5
1999.0,['Children'],4
1999.0,['Christian fiction'],1
1999.0,['Christian life'],9
1999.0,['Christianity'],1
1999.0,['Christmas decorations.'],1
1999.0,"['Chronology, Historical']",1
1999.0,['Circus'],4
1999.0,['Clare Westbook(fictitious character)'],2
1999.0,"['Cohen, Artie (Fictitious character)']",1
1999.0,['Coins'],2
1999.0,['College teachers'],1
1999.0,['College-level examinations'],1
1999.0,"['Comic books, strips, etc']",3
1999.0,['Comics & Graphic Novels'],41
1999.0,['Commercial statistics'],1
1999.0,['Computer graphics'],1
1999.0,['Computer networks'],3
1999.0,['Computer science'],2
1999.0,['Computers'],113
1999.0,['Conduct of life'],1
1999.0,['Conductors (Music)'],2
1999.0,['Conservatism'],3
1999.0,['Consumer behavior'],1
1999.0,['Cookery for one'],1
1999.0,['Cooking (Herbs)'],2
1999.0,['Cooking'],86
1999.0,['Coronation Street (Television program)'],1
1999.0,['Corporations'],1
1999.0,['Cottages'],3
1999.0,['Counting'],1
1999.0,['Country life'],3
1999.0,['Courts'],1
1999.0,['Cowboys'],1
1999.0,['Crafts & Hobbies'],42
1999.0,['Creative ability'],1
1999.0,['Criminals'],2
1999.0,['Critics'],2
1999.0,['Cuba'],1
1999.0,['Cultural pluralism'],1
1999.0,['Cumbria (England)'],1
1999.0,['Curiosities and wonders'],1
1999.0,['Current Events'],1
1999.0,['Cynicism'],1
1999.0,"['Dalrymple, Quintilian (Fictitious character)']",1
1999.0,['Dating (Social customs)'],1
1999.0,['Death'],1
1999.0,"['Decker, Peter (Fictitious character)']",2
1999.0,"['Decks (Architecture, Domestic)']",1
1999.0,['Deer'],1
1999.0,['Defectors'],2
1999.0,['Denver (Colo.)'],1
1999.0,['Department stores'],1
1999.0,['Design'],8
1999.0,"['Detective and mysters stories, American']",1
1999.0,['Detective and mystery stories'],17
1999.0,['Deviant behavior'],1
1999.0,['Diaries'],1
1999.0,['Diary fiction'],1
1999.0,"['Didactic fiction, Canadian']",1
1999.0,['Dinosaurs'],1
1999.0,['Disc jockeys'],2
1999.0,['Divination'],1
1999.0,['Divorce'],1
1999.0,['Dolphins'],1
1999.0,['Domestic fiction'],12
1999.0,['Drama'],33
1999.0,['Drug abuse'],3
1999.0,['Education'],29
1999.0,['Egypt'],3
1999.0,['Electronic books'],2
1999.0,['Electronic games industry'],1
1999.0,['Electronic publishing'],3
1999.0,['Electronic toys'],1
1999.0,['Emergency medicine'],1
1999.0,['Employment'],1
1999.0,['End of the world'],8
1999.0,['England'],6
1999.0,['English drama'],1
1999.0,['English fiction'],3
1999.0,['English language'],3
1999.0,['English philology'],1
1999.0,['English wit and humor'],1
1999.0,['Environmental protection'],1
1999.0,['Epidemiologists'],1
1999.0,"['Erotic stories, American']",1
1999.0,['Escherichia coli infections'],2
1999.0,['Europe'],1
1999.0,['Evangelists'],1
1999.0,['Excavations (Archaeology)'],1
1999.0,['Exercise'],1
1999.0,['FAMILY & RELATIONSHIPS'],1
1999.0,['FICTION'],8
1999.0,['Fairy tales'],2
1999.0,['Families'],5
1999.0,['Family & Relationships'],216
1999.0,"['Fantasy comic books, strips, etc']",2
1999.0,['Fantasy fiction'],1
1999.0,"['Fantasy fiction, English']",13
1999.0,['Fantasy.'],1
1999.0,['Female friendship'],1
1999.0,['Feminist fiction'],1
1999.0,['Feng shui'],3
1999.0,['Feral children'],1
1999.0,['Fiction'],8204
1999.0,['Film criticism'],1
1999.0,['Finland'],1
1999.0,['Fitness walking'],1
1999.0,['Flute'],2
1999.0,['Folklore'],1
1999.0,['Food contamination'],1
1999.0,['Foreign Language Study'],51
1999.0,['France'],1
1999.0,['French language materials'],1
1999.0,['French literature'],4
1999.0,['French-Canadian fiction'],3
1999.0,['Friendship in adolescence'],1
1999.0,['Friendship'],2
1999.0,['Funeral rites and ceremonies'],1
1999.0,['Future life'],1
1999.0,['Games & Activities'],17
1999.0,['Games'],15
1999.0,['Gardening'],31
1999.0,['Garfield (Fictitious character)'],1
1999.0,['Gastrointestinal system'],1
1999.0,['Gaul'],1
1999.0,['Gay men'],1
1999.0,['Geishas'],3
1999.0,['Generals'],2
1999.0,['Genetic engineering'],1
1999.0,['German fiction'],10
1999.0,['German language books'],1
1999.0,['German language edition'],1
1999.0,['German language materials'],5
1999.0,['German language'],2
1999.0,['German wit and humor'],1
1999.0,['Germany'],4
1999.0,['Golf'],1
1999.0,['Good and evil'],1
1999.0,"['Government, Resistance to']",1
1999.0,['Grand jury'],1
1999.0,['Graphic novels'],1
1999.0,['Graphology.'],1
1999.0,['Great Britain'],1
1999.0,['Géographie physique'],1
1999.0,['HISTORY'],52
1999.0,['Hamburg (Germany)'],1
1999.0,['Happiness'],1
1999.0,['Hasard / ram'],1
1999.0,['Health & Fitness'],126
1999.0,['High school students'],1
1999.0,['Hiking'],1
1999.0,['Historical fiction'],4
1999.0,['History'],233
1999.0,['Holidays'],1
1999.0,"['Holocaust, Jewish (1939-1945)']",1
1999.0,['Hong Kong'],1
1999.0,['Horses'],1
1999.0,['House & Home'],18
1999.0,['Hugging'],1
1999.0,['Humor'],158
1999.0,"['Humorists, American']",2
1999.0,"['Humorous stories, Brazilian']",2
1999.0,['Illegitimate children'],1
1999.0,['India'],1
1999.0,['Information technology'],1
1999.0,['International cooking'],1
1999.0,['Internet'],3
1999.0,['Interpersonal relations'],1
1999.0,['Interplanetary voyages'],1
1999.0,['Inventions'],1
1999.0,['Investments'],5
1999.0,['Ireland'],2
1999.0,['Irish Americans'],1
1999.0,['Italian fiction'],1
1999.0,['Italy'],1
1999.0,['Java'],1
1999.0,['Juvenile Fiction'],1433
1999.0,['Juvenile Nonfiction'],132
1999.0,['Key West (Fla.)'],2
1999.0,['Kidnapping'],2
1999.0,['Kings and rulers'],1
1999.0,['Language Arts & Disciplines'],35
1999.0,['Language arts (Elementary)'],1
1999.0,['Latin language'],1
1999.0,['Law schools'],1
1999.0,['Law'],5
1999.0,['Lawyers'],3
1999.0,['Limericks'],3
1999.0,['Linux'],1
1999.0,['Literary Collections'],14
1999.0,['Literary Criticism'],85
1999.0,['Literatura española - Novela - Siglo XX'],1
1999.0,['Little Tall Island (Imaginary place)'],1
1999.0,['London - Alleinstehender - Geschichte 1972-1991 - Belletristische Darstellung'],9
1999.0,['Lovely story'],4
1999.0,['Lust'],2
1999.0,['Macro instructions (Electronic computers).'],1
1999.0,"['Malone, Beany (Fictitious character)']",4
1999.0,['Man-woman relationships'],6
1999.0,['Maori (New Zealand people)'],2
1999.0,"['Markby, Alan (Fictitious character)']",4
1999.0,['Massage'],1
1999.0,['Mathematics'],4
1999.0,['Medical'],24
1999.0,['Men'],1
1999.0,['Merlin (Legendary character)'],2
1999.0,['Mexican American women'],1
1999.0,['Middle Earth (Imaginary place)'],3
1999.0,['Minneapolis (Minn.)'],1
1999.0,['Money'],1
1999.0,['Mothers and sons'],2
1999.0,['Motion pictures'],1
1999.0,['Murder'],1
1999.0,['Music'],19
1999.0,"['Mythology, Classical']",1
1999.0,['Natural areas'],1
1999.0,['Nature'],41
1999.0,['New Zealand fiction'],1
1999.0,['North Carolina'],2
1999.0,['Novel'],3
1999.0,['Nurses'],1
1999.0,['Paper money'],1
1999.0,['Paradox'],1
1999.0,['Performing Arts'],60
1999.0,['Pets'],56
1999.0,['Pharmacists'],1
1999.0,['Philosophy'],50
1999.0,['Photographers'],1
1999.0,['Photography'],23
1999.0,['Physicians'],1
1999.0,['Physicists'],1
1999.0,['Piano technicians'],4
1999.0,['Play'],4
1999.0,['Poetry'],73
1999.0,['Political Science'],20
1999.0,['Portfolios in education'],1
1999.0,['Portugal'],1
1999.0,['Principals'],1
1999.0,['Prisoners'],2
1999.0,['Production management'],1
1999.0,['Psychology'],73
1999.0,['Radio advertising'],1
1999.0,['Radio'],2
1999.0,['Recreational vehicle living'],1
1999.0,['Reference'],84
1999.0,['Relaxation'],2
1999.0,['Religion'],213
1999.0,['Report writing'],4
1999.0,['Research'],1
1999.0,['Rock musicians'],2
1999.0,['Roman policier'],2
1999.0,['Romance fiction'],2
1999.0,['Romanies'],3
1999.0,['Sabrina (Fictitious character)'],1
1999.0,['Scented books'],1
1999.0,['Science'],48
1999.0,['Sculpture gardens'],1
1999.0,['Self-Actualization (Psychology)'],1
1999.0,['Self-Help'],117
1999.0,['Self-actualization (Psychology)'],1
1999.0,['Serial murders'],1
1999.0,['Singers'],2
1999.0,['Soccer'],1
1999.0,['Social Science'],121
1999.0,['Soviet Union'],1
1999.0,['Spain'],2
1999.0,['Spanish language books'],1
1999.0,['Sports & Recreation'],37
1999.0,['Star Wars films'],1
1999.0,['Stories in rhyme.'],1
1999.0,['Stress (Psychology).'],1
1999.0,['Study Aids'],1
1999.0,['Suburban life'],3
1999.0,['Suspense fiction'],1
1999.0,['Swiss fiction (German)'],1
1999.0,['TCP/IP (Computer network protocol)'],1
1999.0,['Teachers'],1
1999.0,['Technology & Engineering'],5
1999.0,['Teenagers'],1
1999.0,['Telephone'],1
1999.0,['Television personalities'],4
1999.0,['Time'],1
1999.0,['Transportation'],4
1999.0,['Travel'],89
1999.0,['True Crime'],81
1999.0,['Vampires'],3
1999.0,['Vienna (Austria)'],1
1999.0,['Wisdom'],1
1999.0,['Witchcraft'],1
1999.0,['Women novelists'],1
1999.0,['Wrestlers'],1
1999.0,['Young Adult Fiction'],15
1999.0,['Young Adult Nonfiction'],15
1999.0,['Young men'],1
2000.0,"[""Alzheimer's disease""]",5
2000.0,"[""Children's poetry, English""]",1
2000.0,"[""Children's stories""]",18
2000.0,['Aboriginal Australians'],5
2000.0,['Abortion'],1
2000.0,['Absentee mothers'],1
2000.0,['Abusive men'],11
2000.0,['Academic writing'],1
2000.0,['Accounting'],1
2000.0,['Achievement motivation in women'],1
2000.0,['Actors'],5
2000.0,['Actresses'],1
2000.0,['Adjustment (Psychology)'],3
2000.0,['Adoption'],1
2000.0,['Adultery'],9
2000.0,['Adventure and adventurers'],2
2000.0,['Adventure stories'],6
2000.0,"['Adventure stories, American']",1
2000.0,['Adventure'],3
2000.0,['Advertising'],1
2000.0,['Africa'],3
2000.0,"['Africa, North']",2
2000.0,['African American families'],1
2000.0,['Air travel'],1
2000.0,['Airplanes'],1
2000.0,"['Almanacs, American']",1
2000.0,['Alternative medicine'],1
2000.0,['American drama'],2
2000.0,['American fiction'],6
2000.0,['American periodicals'],1
2000.0,['Americans'],3
2000.0,['Amish'],5
2000.0,['Amnesia'],2
2000.0,['Amsterdam (Netherlands)'],1
2000.0,['Angels'],3
2000.0,['Anglais (Langue) - Rhétorique'],1
2000.0,['Animal shelters'],3
2000.0,['Animal welfare'],2
2000.0,['Animals'],8
2000.0,"['Animals, Mythical']",1
2000.0,['Animated television programs'],1
2000.0,['Antique dealers'],1
2000.0,['Antiques & Collectibles'],4
2000.0,['Antiques'],1
2000.0,['Antwerp (Belgium)'],1
2000.0,['Archaeology'],1
2000.0,['Architecture'],11
2000.0,"['Architecture, Domestic']",1
2000.0,"['Argentine wit and humor, Pictorial']",1
2000.0,['Art and mental illness'],1
2000.0,['Art'],31
2000.0,"['Art, Modern']",1
2000.0,['Arthurian romances'],1
2000.0,['Artificial intelligence'],1
2000.0,['Arts and crafts'],2
2000.0,['Aspect politique / rasuqam'],1
2000.0,['Assertiveness in women'],2
2000.0,['Asthmatics'],1
2000.0,['Astrology'],1
2000.0,['Audiocassettes'],14
2000.0,['Australia'],3
2000.0,['Australian fiction'],2
2000.0,['Australian wit and humor'],1
2000.0,['Australians'],1
2000.0,"['Authors, Australian']",2
2000.0,"['Authors, Dutch']",1
2000.0,"['Authors, Spanish']",3
2000.0,['Authorship'],4
2000.0,"['Autobiographical fiction, English']",1
2000.0,['Autobiography'],1
2000.0,['Autoimmune diseases'],1
2000.0,['Autumn'],1
2000.0,"['BODY, MIND & SPIRIT']",2
2000.0,['Barbecuing'],1
2000.0,"['Barnavelt, Lewis (Fictitious character)']",1
2000.0,['Baseball'],1
2000.0,['Bears'],4
2000.0,"['Beauty, Personal']",1
2000.0,['Bed and breakfast accommodations'],3
2000.0,['Behavior'],1
2000.0,['Belgian fiction (French)'],2
2000.0,['Belief and doubt'],2
2000.0,['Belly dance'],1
2000.0,['Betrothal'],1
2000.0,['Bewusstsein - Gehirn - Kognitive Psychologie'],2
2000.0,['Bible'],5
2000.0,['Bibles'],2
2000.0,['Biographical fiction'],4
2000.0,['Biography & Autobiography'],652
2000.0,['Bk. 1'],2
2000.0,"['Blake, Anita (Fictitious character)']",10
2000.0,['Blessing and cursing'],1
2000.0,['Blindness'],1
2000.0,['Boarding schools'],3
2000.0,"['Body, Mind & Spirit']",173
2000.0,['Book burning'],1
2000.0,['Books and reading'],1
2000.0,['Boston (Mass.)'],1
2000.0,['Boys'],1
2000.0,['Bridges'],6
2000.0,['British'],2
2000.0,['Brothers and sisters'],5
2000.0,['Brothers'],1
2000.0,"['Brunetti, Guido (Fictitious character)']",5
2000.0,['Buddhism'],1
2000.0,['Bunnicula (Fictitious character)'],1
2000.0,['Business & Economics'],147
2000.0,['Business'],1
2000.0,['Businessmen'],52
2000.0,['C# (Computer program language)'],1
2000.0,['COMICS & GRAPHIC NOVELS'],1
2000.0,['Cabooses (Railroads)'],1
2000.0,['California'],2
2000.0,['Camping'],1
2000.0,['Canada'],4
2000.0,['Cannibalism'],1
2000.0,['Career development'],1
2000.0,['Caricatures and cartoons'],3
2000.0,['Cartridges'],1
2000.0,['Cats'],1
2000.0,['Celebrities'],1
2000.0,['Celts'],1
2000.0,['Chamber music groups'],1
2000.0,['Chance'],1
2000.0,['Charmed (Television program)'],1
2000.0,['Cheshire (England)'],1
2000.0,['Chicago (Ill.)'],1
2000.0,['Chicken run (Motion picture)'],1
2000.0,['Child care'],3
2000.0,['Children and adults'],2
2000.0,['Children of presidents'],1
2000.0,['Children'],2
2000.0,['Chile'],2
2000.0,['Chocolate'],42
2000.0,['Christian life'],1
2000.0,['Christian pilgrims and pilgrimages'],4
2000.0,['Christmas'],1
2000.0,['City and town life'],5
2000.0,"['Civics, French']",1
2000.0,['Civil rights'],1
2000.0,"['Civilization, Modern']",1
2000.0,['Classical fiction'],4
2000.0,['Clergy'],1
2000.0,"['Climacteric, Male']",3
2000.0,['Coasts'],1
2000.0,['Coelacanth'],3
2000.0,['Color'],2
2000.0,['Comedy'],2
2000.0,['Comics & Graphic Novels'],42
2000.0,['Communication and culture'],1
2000.0,['Communication in marriage'],18
2000.0,['Computer network resources'],2
2000.0,['Computer networks'],1
2000.0,['Computer technicians'],1
2000.0,['Computers and civilization'],2
2000.0,['Computers'],107
2000.0,['Conduct of life'],1
2000.0,['Consciousness'],1
2000.0,['Conspiracies'],11
2000.0,['Consumer education'],2
2000.0,['Cookery'],2
2000.0,"['Cookery, Asian.']",1
2000.0,"['Cookery, British']",1
2000.0,"['Cookery, Mexican']",1
2000.0,['Cooking'],80
2000.0,['Copenhagen (Denmark)'],9
2000.0,['Corporate culture'],1
2000.0,['Country life'],7
2000.0,['Courtship'],1
2000.0,['Crafts & Hobbies'],31
2000.0,['Cranes (Birds)'],1
2000.0,['Creoles'],1
2000.0,['Criminal investigation'],1
2000.0,['Cults'],1
2000.0,['Customer relations'],2
2000.0,['Czechoslovakia'],1
2000.0,['DVD videodiscs'],1
2000.0,['Dayton (Tenn.).'],1
2000.0,['Design'],1
2000.0,['Detective and mystery stories'],33
2000.0,"['Detective and mystery stories, American']",2
2000.0,"['Detective and mystery stories, Austrian']",1
2000.0,['Detoxification (Health)'],1
2000.0,['Diary fiction'],4
2000.0,['Digital cameras'],1
2000.0,['Dinosaurs'],4
2000.0,['Doctor Who (Fictitious character)'],1
2000.0,['Domestic fiction'],1
2000.0,"['Dracula, Count (Fictitious character)']",1
2000.0,['Drama'],28
2000.0,['Dramatists'],1
2000.0,['Drawing'],1
2000.0,['Drugs'],1
2000.0,['Dutch literature'],1
2000.0,['East Pittsburgh (Pa.)'],1
2000.0,['Ecology'],1
2000.0,['Economics'],1
2000.0,['Education'],25
2000.0,['Egypt'],2
2000.0,['Electronic books'],1
2000.0,['Electronic mail systems'],1
2000.0,['Encyclopedias and dictionaries'],1
2000.0,['Engineering'],2
2000.0,['England'],2
2000.0,['English fiction'],4
2000.0,['English language'],2
2000.0,['English poetry'],1
2000.0,['Environmental health.'],1
2000.0,['Epic poetry'],1
2000.0,['Epilepsy'],2
2000.0,['Equity'],1
2000.0,['Erotic literature'],1
2000.0,"['Escrocs - France - Gers, Région du']",1
2000.0,"['Espionage, American']",2
2000.0,['Ethnologie - Martinique'],1
2000.0,['European Union'],1
2000.0,['Evolution (Biology)'],1
2000.0,['Extinction (Biology)'],5
2000.0,['FAMILY & RELATIONSHIPS'],1
2000.0,['FICTION'],69
2000.0,['Family & Relationships'],137
2000.0,['Family recreation'],1
2000.0,['Family'],1
2000.0,['Famines'],2
2000.0,"['Fantasy fiction, American']",3
2000.0,['Fascism and women'],1
2000.0,['Feminism'],1
2000.0,['Feng-shui'],1
2000.0,['Ferronnerie - Europe - Histoire'],1
2000.0,['Festivals'],1
2000.0,['Fiction Autobiography'],3
2000.0,['Fiction'],8531
2000.0,['Film novelizations'],2
2000.0,['Flatulence'],1
2000.0,['Folklore'],1
2000.0,['Food'],3
2000.0,['Foreign Language Study'],15
2000.0,['Forensic anthropology'],4
2000.0,['Fossils'],3
2000.0,['Foster mothers'],1
2000.0,['France'],4
2000.0,['French fiction'],4
2000.0,['Friendship'],4
2000.0,['Fula (African people)'],1
2000.0,['Fur trade'],1
2000.0,['Games & Activities'],14
2000.0,['Games'],26
2000.0,['Gangsters'],1
2000.0,['Gardening'],16
2000.0,['Geology'],1
2000.0,['German fiction'],7
2000.0,['German language materials'],7
2000.0,['Germany'],1
2000.0,['Globalization'],1
2000.0,['Goddess religion'],1
2000.0,['Goldbach conjecture'],1
2000.0,['Governesses'],2
2000.0,['Government investigators'],1
2000.0,['Graphic novels'],1
2000.0,['Great Britain'],4
2000.0,"['Greenwich (London, England)']",1
2000.0,['HTML (Document markup language)'],2
2000.0,['Harems'],2
2000.0,['Haunted houses'],3
2000.0,['Health & Fitness'],99
2000.0,['Health'],1
2000.0,['Heroes'],1
2000.0,['High school students'],1
2000.0,"['Historical fiction, Spanish']",3
2000.0,['History'],234
2000.0,"['History, Modern']",1
2000.0,"['Holmes, Sherlock (Fictitious character)']",1
2000.0,"['Holocaust, Jewish (1939-1945)']",3
2000.0,['Homicide investigation'],3
2000.0,['Horror tales'],5
2000.0,['Horse racing'],1
2000.0,['Hotelkeepers'],3
2000.0,['House & Home'],18
2000.0,['Human beings'],1
2000.0,['Human reproduction'],12
2000.0,['Human-alien encounters'],1
2000.0,['Humor'],138
2000.0,['Humorous stories'],3
2000.0,"['Humorous stories, English']",2
2000.0,['Hungary'],1
2000.0,['Identity (Philosophical concept)'],1
2000.0,['Indic fiction (English)'],1
2000.0,['Infants'],1
2000.0,['Information resources management'],1
2000.0,['Information technology'],2
2000.0,['Interplanetary voyages'],1
2000.0,['Ireland'],10
2000.0,['Italy'],11
2000.0,['JUVENILE FICTION'],2
2000.0,['Japan'],1
2000.0,['Joy'],2
2000.0,['Juvenile Fiction'],888
2000.0,['Juvenile Nonfiction'],98
2000.0,['Juvenile literature'],1
2000.0,['Korean Americans'],1
2000.0,['Language Arts & Disciplines'],44
2000.0,['Large type books'],1
2000.0,['Latin America'],1
2000.0,['Law'],20
2000.0,['Lighthouses'],1
2000.0,['Literary Collections'],46
2000.0,['Literary Criticism'],45
2000.0,['Literatura portuguesa - Séc. 20'],2
2000.0,['London (England)'],1
2000.0,['Lottery winners'],2
2000.0,['Love stories'],1
2000.0,['Love'],1
2000.0,['Macroeconomics'],1
2000.0,['Madrid (Spain)'],1
2000.0,['Magic'],1
2000.0,['Mail order brides'],1
2000.0,['Majorca (Spain)'],2
2000.0,['Man-woman relationships'],2
2000.0,['Manila (Philippines)'],2
2000.0,['Materia medica'],33
2000.0,['Mathematical recreations'],1
2000.0,['Mathematics'],2
2000.0,['Medical'],12
2000.0,['Mental efficiency'],1
2000.0,['Mental illness'],4
2000.0,['Mexico'],1
2000.0,['Microsoft Windows (Computer file)'],1
2000.0,['Midlife crisis'],1
2000.0,['Miracles'],1
2000.0,['Moldova'],6
2000.0,['Monarchy'],1
2000.0,['Mothers and daughters'],1
2000.0,['Mothers and sons'],3
2000.0,['Motion picture producers and directors'],1
